ngram,frequencia
navegavam naus,2
naus abaixo,2
equador aqui,1
aqui sonhos,1
sonhos maus,1
maus anhanguá,1
anhanguá cruz,1
cruz dor,1
dor índio,1
nu rei,1
rei lei,1
lei som,1
som sol,1
sol uirapuru,1
uirapuru navegavam,1
equador terra,1
terra chã,1
chã tupã,1
tupã descia,1
descia pam,1
pam tambor,1
tambor ainda,1
ouvia dó,1
dó juritis,1
juritis sonhava,1
sonhava cor,1
cor tom,1
tom algum,1
algum paí,1
paí país,1
país feliz,1
feliz quero,1
corpo bem,1
bem livro,1
livro peso,1
peso inútil,1
inútil alma,1
quero violência,1
violência calma,1
calma humanamente,1
humanamente amar,1
amar quero,1
quero quebrar,1
quebrar quebranto,1
quebranto permitido,1
permitido proibido,1
proibido nego,1
nego nega,1
nega sentidos,1
sentidos direito,1
direito dom,1
dom gozar,1
gozar verdade,1
verdade vinho,1
vinho vino,1
vino veritas,1
veritas faz,1
faz gauche,1
gauche anjo,1
torto retempera,1
retempera corpo,1
corpo pecados,1
pecados capitais,1
capitais pois,1
pois pedra,1
pedra sapato,1
sapato vive,1
vive linha,1
linha reta,1
reta sentença,1
sentença concreta,1
concreta viver,1
viver brincar,1
brincar pensar,1
pensar tanto,1
tanto faz,1
faz substantivo,1
substantivo comum,1
comum infinito,1
infinito presente,1
presente objeto,1
objeto direto,1
direto reto,1
reto repleto,1
repleto completo,1
completo presente,1
presente infinitamente,1
infinitamente serviço,1
serviço alto,1
falante voz,1
voz cristal,1
cristal bom,1
bom som,1
som paisagem,1
paisagem tango,1
tango bolero,2
bolero cafona,1
cafona quero,1
quero sonho,1
sonho valsa,1
valsa bombom,1
bombom provínciahollywood,1
provínciahollywood brando,1
brando farsante,1
farsante luz,1
luz azul,1
cinema piscava,1
piscava olho-,1
olho- poema,1
poema princesa,1
princesa elefante,1
elefante objeto,1
objeto identificado,1
identificado descia,1
descia sobre,1
mim feixe,1
feixe luz,1
luz outra,1
outra via,1
via lacta,1
lacta escada,1
escada prata,1
prata rei,1
rei emoção,1
emoção barata,2
barata subia,1
subia capital,1
capital mondrians,1
mondrians jazz,1
jazz boggie-,1
boggie- booggie,1
booggie blues,1
blues brasil,1
brasil mulato,2
mulato inzoneiro,2
inzoneiro brasil,1
inzoneiro bandeiras,1
bandeiras volpi,1
volpi joão,1
joão televisor,1
televisor ligado,1
ligado videotexto,1
videotexto grafitado,1
grafitado coração,1
coração sertão,1
sertão ei,1
ei senhor,3
senhor rei,3
rei tamborim,3
tamborim ganzá,3
ganzá cante,3
cante cantar,3
cantar forme,3
forme repente,3
repente mim,3
mim aqui,3
aqui nordeste,6
nordeste país,3
país esquecidos,3
esquecidos humilhados,3
humilhados ofendidos,3
ofendidos direito,3
direito porvir,3
porvir aqui,3
nordeste sul-américa,3
sul-américa sono,3
sono reino,3
reino abandono,3
abandono lugar,3
onde ir,3
ir nashville,1
nashville pro,1
sertão engane,1
engane irmão,1
irmão lei,1
lei baião,1
baião new,1
new orleans,1
orleans bandos,1
bandos negros,1
negros afins,1
afins tocam,1
tocam bandas,1
bandas banjos,1
banjos bandolins,1
bandolins onde,1
onde jazz,1
jazz coração,1
coração ei,1
ir mim,1
mim desse,1
desse canto,1
canto daqui,1
daqui lugar,1
comum assum,1
assum azul,1
azul preto,1
preto canto,1
canto faz,1
faz cantar,1
cantar cresce,1
cresce aparece,1
aparece vida,1
vida renovo,1
renovo canto,1
canto pio,1
pio povo,1
povo pio,1
pio preciso,1
preciso piar,1
piar voz,1
voz rara,1
rara taquara,1
taquara rachada,1
rachada vem,1
vem soul,1
soul blues,1
blues pó,1
pó estrada,1
estrada canta,1
canta vida,1
vida convém,1
convém vem,1
vem direitinha,1
direitinha garganta,1
garganta desbocada,1
desbocada mastigando,1
mastigando inham,1
inham inham,1
inham cheinha,1
cheinha nhem-nhem-nhem,1
nhem-nhem-nhem ei,1
ir pobres,1
pobres diabos,1
diabos sul-americanos,1
sul-americanos derradeiros,1
derradeiros moicanos,1
moicanos perís,1
perís cecis,1
cecis guaranis,1
guaranis glamour,1
glamour índios,1
índios chateubriand,1
chateubriand tambores,1
tambores tão,1
tão bons,1
bons quantos,1
quantos radares,1
radares antenas,1
antenas raça,1
raça tantã,1
tantã voz,1
voz palmas,1
palmas palmeiras,1
palmeiras batidas,1
batidas dançar,1
dançar som,1
som mão,1
mão geral,1
geral macacos,1
macacos geniais,1
geniais carnaval,1
carnaval salvação,1
salvação luís,1
luís cristão,1
cristão infeliz,1
infeliz bom,1
bom selvagem,1
selvagem aprende,1
aprende francês,1
francês ler,1
ler escrever,1
escrever poema,1
poema brasil,1
brasil original,1
original primeira,1
vez nesses,1
nesses brasis,3
brasis paris,3
paris tropical,3
tropical henri,1
henri salvador,1
salvador martinique,1
martinique dans,1
dans l'esprit,3
l'esprit danse,3
danse une,3
une chance,3
chance vive,3
vive france,3
france antarctique,3
antarctique brancos,1
brancos alma,1
alma negra,1
negra des,1
des masques,1
masques cubistes,1
cubistes africaines,1
africaines decor,1
decor pretos,1
pretos branco,1
branco brancos,1
brancos preto,1
preto americanamente,1
americanamente bicor,1
bicor barrocos,1
barrocos baianos,1
baianos sul,1
sul tudo,1
tudo sutil,1
sutil sensual,1
sensual terno,1
terno linho,1
linho chapéu,1
chapéu palhinha,1
palhinha belos,1
belos dorival,1
dorival verão,1
verão verbo,1
verbo ver,1
ver verão,1
verão estação,1
estação vier,1
vier viverá,1
viverá dans,1
dans les,2
les tristes,1
tristes tropiques,1
tropiques dans,1
les beaux,1
beaux pays,1
pays bás,1
bás nesses,1
tropical le,1
le maracatu,1
maracatu atomique,1
atomique dans,1
antarctique alavantú,1
alavantú gangue,1
gangue quadrilha,1
quadrilha sangue,1
sangue danse,1
danse en,1
en arrière,1
arrière sonhamos,1
sonhamos campos,1
campos duchamp,1
duchamp picasso,1
picasso rimbaudelaire,1
rimbaudelaire canibales,1
canibales tropicales,1
tropicales en,1
en parade,1
parade autour,1
autour tour,1
tour eiffel,1
eiffel dans,1
dans mon,1
mon ile,1
ile tabaco,1
tabaco cuba,1
cuba pour,1
pour messieur,1
messieur le,1
le colonel,1
colonel domingos,1
domingos sivuca,1
sivuca gonzaga,1
gonzaga acordeón,1
acordeón clochards,1
clochards brilhe,1
brilhe belga,1
belga jacques,1
jacques brel,1
brel bel,1
bel nisso,1
nisso brilhar,1
brilhar nesses,1
tropical tous,1
tous les,1
les voix,1
voix l'afrique,1
l'afrique dans,1
antarctique onde,1
anda tipo,1
tipo afoito,1
afoito 1-9-6-8,1
1-9-6-8 queria,1
poder hoje,1
hoje rei,1
rei vaselina,1
vaselina correu,1
correu carrão,1
carrão china,1
china toma,1
toma aspirina,1
aspirina quer,1
quer saber,1
saber flower,1
flower power,1
power conquista,1
conquista eis,1
eis chegou,1
chegou florista,1
florista cobrou,1
cobrou conta,1
conta sumiu,1
sumiu amor,1
coisa amadores,1
amadores vou,1
vou seguir-te,1
seguir-te aonde,1
aonde flores,1
flores vamos,1
vamos ex-sonhadores,1
ex-sonhadores mamãe,1
mamãe pariu,1
pariu l'age,1
l'age d'or,1
d'or jeunesse,1
jeunesse rimbaud,1
rimbaud par,1
par delicatesse,1
delicatesse j'ai,1
j'ai perdu,1
perdu vie,1
vie vida,1
vida neste,1
neste buraco,1
buraco tropical,1
tropical enche,1
enche saco,1
saco tão,1
tão vil,1
vil tão,1
tão servil,1
servil então,1
então vencemos,1
vencemos crime,1
crime ninguém,1
ninguém oprime,1
oprime pastores,1
pastores pais,1
pais lei,1
lei algoz,1
algoz bom,1
bom voltar,1
voltar família,1
família viver,1
viver vidinha,1
vidinha pilha,1
pilha yuppies,1
yuppies sabor,1
sabor baunilha,1
baunilha vez,1
vez todos,1
todos dancei,1
dancei pó,1
pó dessa,1
dessa estrada,1
estrada viva,1
viva rapaziada,1
rapaziada berrava,1
berrava amor,1
amor paz,1
paz perdão,1
perdão perdi,1
perdi pique,1
pique vida,1
vida piquenique,1
piquenique basta,1
basta herói,1
herói butique,1
butique chiques,1
chiques profissionais,1
profissionais dream,1
dream dream,1
dream guerrilla,1
guerrilla latin,1
latin lover,1
lover mire-se,1
mire-se dólar,1
dólar faz,1
faz sol,2
sol esplim,1
esplim susexo,1
susexo poder,1
poder vim,1
vim banda,1
banda podes,1
podes crer,1
crer jovem,1
jovem morrer,1
morrer velho,1
velho pro,1
pro rock,1
roll amo,1
amo voz,1
voz cor,1
cor jeito,1
jeito fazer,1
fazer amor,1
amor revirando,1
revirando olhos,1
olhos tapete,1
tapete suspirando,1
suspirando falsete,1
falsete coisas,1
coisas sei,1
sei contar,1
contar feliz,1
feliz tudo,1
tudo quer,1
quer maldito,1
maldito fecho,1
fecho éclair,1
éclair repente,1
repente gente,1
gente rasga,1
rasga roupa,1
roupa febre,1
febre louca,1
louca faz,1
faz corpo,1
corpo arrepiar,1
arrepiar terceiro,1
terceiro quarto,1
quarto copo,1
copo tudo,1
tudo vier,2
vier topo,1
topo tudo,1
vier vem,1
vem bem,2
bem bebo,1
bebo perco,1
perco juízo,1
juízo responsabilizo,1
responsabilizo mim,1
mim ninguém,1
ninguém quero,1
ficar vida,1
paixão mal,1
mal resolvida,1
resolvida dessas,1
dessas gente,1
gente ciúme,1
ciúme encharca,1
encharca perfume,1
perfume faz,1
faz tenta,1
tenta matar,1
matar vou,1
ficar fim,1
fim dia,1
dia decorando,1
decorando geografia,1
geografia aventura,1
aventura carne,1
carne osso,1
osso deixa,1
deixa marcas,1
marcas pescoço,1
pescoço faz,1
faz gente,1
gente levitar,1
levitar tens,1
tens sei,1
sei paraíso,1
paraíso corpo,1
corpo preciso,1
preciso lindo,1
lindo mortais,1
mortais tens,1
tens beleza,1
beleza infinita,1
infinita boca,1
boca bonita,1
bonita tocou,1
tocou graças,1
graças deus,2
deus perco,2
perco sempre,2
sempre juízo,2
juízo paraíso,1
paraíso palavra,2
palavra paraíso,1
paraíso toda,1
toda maneira,1
maneira nova,1
nova virar,1
virar mesa,1
mesa qualquer,1
qualquer beleza,1
beleza inventar,1
inventar ainda,1
ainda dá-lhe,1
dá-lhe fale,2
fale vale,2
vale dance,2
dance comigo,2
comigo venha,1
venha trem,1
sai dentro,1
dentro vai,1
vai pro,1
pro exterior,1
exterior dá-lhe,1
comigo guarde,1
guarde corpo,1
corpo alegria,1
alegria bom,1
humor palavra,1
tão amiga,1
amiga si,1
si mesma,1
mesma tão,1
tão vizinha,1
vizinha palavra,1
palavra amor,1
amor dentro,1
dentro carro,2
carro sobre,1
sobre trevo,1
trevo cem,1
cem hora,1
hora ó,1
ó amor,1
amor tens,1
tens agora,1
agora carinhos,1
carinhos motor,1
motor escritório,1
escritório trabalho,1
trabalho fico,1
fico rico,1
rico quanto,1
quanto multiplico,1
multiplico diminui,1
diminui amor,1
amor cada,1
cada luz,1
luz mercúrio,1
mercúrio vejo,1
vejo luz,1
luz olhar,1
olhar passas,1
passas praças,1
praças viadutos,1
viadutos lembras,1
lembras voltar,1
voltar voltar,2
voltar corcovado,1
corcovado abre,1
braços copacabana,1
copacabana semana,1
semana mar,1
mar perversa,1
perversa juventude,1
juventude coração,1
coração entende,1
entende cruel,1
cruel paixão,1
paixão paralelas,1
paralelas pneus,1
pneus n'água,1
n'água ruas,1
ruas duas,1
duas estradas,1
estradas nuas,1
nuas foges,1
foges apartamento,1
apartamento oitavo,1
andar abro,1
abro vidraça,1
vidraça grito,1
grito grito,1
grito carro,1
carro passa,1
passa infinito,1
infinito medo,1
medo anda,1
anda dentro,1
dentro coração,1
coração medo,1
medo chegue,1
chegue hora,1
hora precise,1
precise entrar,1
entrar avião,1
avião medo,1
medo abrir,1
abrir porta,1
porta dá,1
dá pro,1
sertão solidão,1
solidão apertar,1
apertar botão,1
botão cidade,1
cidade morta,1
morta placa,1
placa torta,1
torta indicando,1
indicando contramão,1
contramão faca,1
faca ponta,1
ponta punhal,1
punhal corta,1
corta fantasma,1
fantasma escondido,1
escondido porão,1
porão medo,1
medo belo,1
belo horizonte,1
horizonte medo,1
medo minas,1
minas gerais,1
gerais medo,1
medo natal,1
natal vitória,1
vitória medo,1
medo goiânia,1
goiânia goiás,1
goiás medo,1
medo salvador,1
salvador bahia,1
bahia medo,1
medo belém,1
belém belém,1
belém pará,1
pará medo,1
pai filho,1
filho espírito,1
santo paulo,1
paulo medo,1
medo c,1
c digo,1
digo medo,1
medo rio,1
rio porto,1
porto alegre,1
alegre recife,1
recife medo,1
medo paraíba,1
paraíba medo,1
medo paranapá,1
paranapá medo,1
medo estrela,1
norte paixão,1
paixão morte,1
morte certeza,1
certeza medo,1
medo fortaleza,1
fortaleza medo,1
medo ceará,1
ceará medo,1
medo aconteceu,1
aconteceu medo,1
medo inda,1
inda vir,1
vir morre,1
morre medo,1
medo segredo,1
segredo mando,1
mando buscar,1
buscar outro,2
outro piauí,1
piauí medo,1
medo boi,1
boi morreu,1
morreu mim,1
mim manda,1
manda buscar,1
outro maninha,1
maninha piauí,1
piauí cidadão,1
comum vê,1
vê rua,1
rua falava,1
falava negócios,1
negócios ria,1
ria via,1
via show,1
show mulher,1
mulher nua,1
nua vivia,1
vivia dia,1
dia sol,1
sol noite,1
noite lua,1
lua acordava,1
acordava sempre,1
sempre cedo,1
cedo passarinho,1
passarinho urbano,1
urbano embarcava,1
embarcava metrô,1
metrô metropolitano,1
metropolitano homem,1
homem bons,1
bons modos,1
modos licença,1
licença engano,1
engano feito,1
feito gente,2
gente honesta,2
honesta boa,2
boa comovida,2
comovida caminha,1
caminha morte,1
morte pensando,1
pensando vencer,1
vida feito,1
comovida fim,1
fim tarde,1
tarde sensação,1
sensação missão,1
missão cumprida,1
cumprida acreditava,1
acreditava deus,1
deus outras,1
outras coisas,1
coisas invisíveis,1
invisíveis dizia,1
dizia sempre,1
sempre sim,1
sim senhores,1
senhores infalíveis,1
infalíveis pois,1
pois tendo,1
tendo dinheiro,1
dinheiro coisas,1
coisas impossíveis,1
impossíveis anjo,1
anjo senhor,1
senhor fala,1
fala livro,1
livro santo,1
santo desceu,1
desceu céu,1
céu cerveja,1
cerveja junto,1
junto canto,1
canto morte,1
morte carregou,1
carregou feito,1
feito pacote,1
pacote manto,1
manto terra,1
terra leve,1
leve nordeste,1
nordeste sentado,1
sentado esquina,1
esquina mapa,1
mapa olividado,1
olividado los,1
los reyes,1
reyes del,1
del mundo,1
mundo en,1
en un,1
un siglo,1
siglo luce,1
luce mira,1
mira atlântico,1
atlântico américas,1
américas áfricas,1
áfricas índios,1
índios pobres,1
pobres jovens,1
jovens tudo,1
tudo negro,1
negro blues,1
blues dor,1
dor nordeste,1
nordeste cor,1
cor nordeste,1
nordeste deste,1
deste daqueloutro,1
daqueloutro homem,1
homem vê,1
vê las,1
las venas,1
venas abiertas,1
abiertas latino-américa,1
latino-américa mil,1
mil poetas,1
poetas primatas,1
primatas abraçam,1
abraçam et,1
et anarquia,1
anarquia corpo,1
corpo paixão,1
paixão dia,1
dia dia,1
dia sensualidade,1
sensualidade folia,1
folia povo,1
povo democracia,1
democracia felizcidade,1
felizcidade prazer,1
prazer trabalho,1
trabalho mulher,1
mulher pedia,1
pedia liberdade,1
liberdade toda,1
toda mocidade,1
mocidade radioatividade,1
radioatividade louçania,1
louçania sob,1
sol estrelas,1
estrelas tudo,1
tudo novidade,1
novidade alquimia,1
alquimia deus,1
deus pudesse,1
pudesse cantar,1
cantar verdade,1
verdade dançaria,1
dançaria sensualidade,1
sensualidade louçania,1
louçania feliz,1
feliz cidade,2
cidade alquimia,1
alquimia liberdade,1
liberdade utopia,1
utopia populus,1
populus cão,6
cão escravo,1
escravo indiferente,1
indiferente trabalha,1
trabalha presente,1
presente migalhas,1
migalhas sobre,1
sobre chão,1
chão populus,1
cão primeiro,1
primeiro pai,1
pai segundo,1
segundo irmão,1
irmão terceiro,1
terceiro agora,1
agora agora,1
agora geração,1
geração geração,2
geração congresso,1
congresso medo,1
medo internacional,1
internacional ouvi,1
ouvi segredo,1
segredo enredo,1
enredo final,1
final sobre,1
sobre populus,1
cão documento,1
documento oficial,1
oficial testamento,1
testamento especial,1
especial sobre,1
sobre morte,1
morte razão,1
razão populus,1
cão populus,1
populus populus,4
populus chão,1
chão delírios,1
delírios sanguíneos,1
sanguíneos espumas,1
espumas lábios,1
lábios tudo,1
tudo vão,1
vão medo,1
medo populus,1
cão roto,1
roto esgoto,1
esgoto porão,1
porão olhar,1
olhar quase,1
quase gente,1
gente fileiras,1
fileiras dentes,1
dentes trago,1
trago rosto,1
rosto marcado,1
marcado conhecerão,1
conhecerão conhecerão,1
conhecerão populus,1
cão der,1
der vontade,2
vontade ir,2
ir embora,2
embora vida,2
vida adentro,2
adentro mundo,2
mundo amor,2
amor vá,2
vá chorar,2
chorar ver,2
ver cajueiro,2
cajueiro anda,2
anda florando,2
florando saiba,2
saiba estarei,2
estarei voltando,2
voltando princesa,2
princesa lugar,2
lugar der,1
lugar terra,1
terra toda,1
toda ilha,1
ilha ligo,1
ligo radinho,1
radinho pilha,1
pilha terás,1
terás notícias,1
mim carnaubeiras,1
carnaubeiras amor,1
amor passarinho,1
passarinho pode,1
pode fugir,1
fugir mão,1
mão dances,1
dances dances,1
dances caminho,1
caminho vou-me,1
vou-me embora,1
embora pranto,1
pranto apague,1
apague olhos,1
olhos clarão,1
clarão metrópole,1
metrópole onde,1
onde veja,1
veja luar,1
luar luar,1
sertão três,1
três caravelas,2
caravelas chegaram,1
chegaram d'alem,1
d'alem mar,1
mar terra,1
terra chamou-se,1
chamou-se américa,1
américa ventura,1
ventura azar,1
azar sabia,1
sabia fazia,1
fazia cristóvão,1
cristóvão capitão,1
capitão trazia,1
trazia vão,1
vão cristo,1
cristo nome,1
nome nome,1
nome canhão,1
canhão pois,1
pois vindo,1
vindo mando,1
mando senhor,1
senhor d'outros,1
d'outros reis,1
reis juntos,1
juntos reinam,1
reinam bombas,1
bombas velas,1
velas asas,1
asas brancas,1
brancas pomba,1
pomba paz,1
paz três,1
caravelas valeram,1
valeram mar,1
mar quanto,1
quanto índios,1
índios mataram,1
mataram ninguém,1
ninguém pôde,1
pôde contar,1
contar homem,1
homem fizeram,1
fizeram mundo,1
mundo novo,1
novo bem,1
bem maior,1
maior onde,1
onde andavam,1
andavam deuses,1
deuses andes,1
andes condor,1
condor tal,1
tal civilização,1
civilização cristã,1
cristã ocidental,1
ocidental deploro,1
deploro herança,1
herança língua,1
língua deram,1
deram afinal,1
afinal diz,1
diz américa,1
américa es,1
es porque,1
porque hoje,1
hoje assim,1
assim crê,1
crê motivos,1
motivos festa,1
festa quinhentos,1
quinhentos anos,1
anos graças,1
juízo lance,1
lance dez,1
dez acaso,1
acaso sucesso,1
sucesso paraíso,1
palavra país,1
país mensagem,1
mensagem amor,1
amor votação,1
votação congresso,1
congresso vem,1
baby jeito,1
certeza deixar,1
deixar cigarro,1
tristeza proibida,1
entrada ainda,1
ainda quero,1
falar viver,1
sonhar vejo,1
coração olha,1
olha show,1
atrasar viver,1
sonhar moro,1
moro lugar,1
comum perto,1
perto daqui,1
daqui chamado,1
chamado brasil,1
brasil feito,1
feito três,1
três raças,1
raças tristes,1
tristes folhas,1
folhas verdes,1
verdes tabaco,1
tabaco guaraná,1
guaraná guarani,1
guarani alegria,1
alegria namorados,1
namorados alegria,1
alegria ceci,1
ceci manequins,1
manequins emocionadas,1
emocionadas touradas,1
touradas madrid,1
madrid matéria,1
matéria palmeira,1
palmeira ainda,1
ainda buriti,1
buriti perdido,1
perdido símbolo,1
símbolo adolescência,1
adolescência signo,1
signo inocência,1
inocência índia,1
índia sangue,1
sangue tupi,1
tupi falar,1
falar sabiá,1
sabiá poeta,1
poeta gonçalves,1
gonçalves dias,1
dias sabia,1
sabia sabe,1
sabe queria,1
queria europa,1
europa bananeira,1
bananeira diga,1
diga tristes,1
tristes trópicos,1
trópicos sabiá,1
sabiá laranjeiras,1
laranjeiras aliás,1
aliás camarada,1
camarada cantor,1
cantor popular,1
popular falou,1
falou divinamente,1
divinamente deus,1
deus coisa,1
coisa brasileira,1
brasileira nordestinamente,1
nordestinamente paciente,1
paciente blood,1
blood moon,1
moon alô,1
alô rapaziada,1
rapaziada alô,1
alô gente,1
fina alô,1
alô moçada,1
moçada sei,1
sei vida,1
vida pediram,1
pediram deus,1
deu bem,1
bem espero,1
espero tudo,1
tudo confiem,1
confiem mim,1
mim existo,1
existo apenas,1
apenas personagem,1
personagem diz,1
diz chame,1
chame irresponsável,1
irresponsável levar,1
levar vida,1
vida assim,1
tão serio,1
serio afinal,1
afinal vida,1
vida aventura,1
aventura sairemos,1
sairemos vivos,1
vivos tudo,1
tudo outra,2
viagem abra,1
abra velho,1
velho canivete,1
canivete jovem,1
jovem coração,1
coração lata,1
lata barco,1
barco eletrônico,1
eletrônico emoção,1
barata vamos,1
vamos crista,1
crista onda,1
onda dar,1
dar balanço,1
balanço cibernético,1
cibernético horas,1
horas pulsars,1
pulsars quasars,1
quasars buracos,1
buracos negros,1
negros astros,1
astros guerra,1
paz amor,1
amor super-estrelas,1
super-estrelas robô,1
robô goliardo,1
goliardo deste,1
deste tempo,1
tempo narro,1
narro vida,1
vida começando,1
começando fim,1
fim bem,1
melhor assim,1
assim vou,1
vou contar,1
contar vida,1
vida inventei,1
inventei mim,1
mim som,1
som alto-falante,1
alto-falante rolava,1
subúrbio cinemas,1
cinemas topetes,1
roll digo,1
digo parece,1
parece ontem,2
ontem roubado,1
roubado carro,1
carro pai,1
pai brigado,1
brigado cara,1
cara bairro,1
bairro vizinho,1
vizinho causa,1
causa garota,1
garota saindo,1
saindo chuveiro,1
chuveiro novinho,1
novinho folha,1
folha artista,1
artista diante,1
diante espelho,1
espelho pondo,1
pondo brilhantina,1
brilhantina cabelo,1
cabelo mercúrio,1
mercúrio cromo,1
cromo corte,1
corte gilete,1
gilete rosto,1
rosto vesti,1
vesti blusão,1
blusão couro,2
couro liguei,1
liguei motocicleta,1
motocicleta queria,1
queria sair,1
sair voando,1
voando pegar,1
pegar broto,1
broto entrar,1
entrar sessão,1
sessão cinco,1
cinco tomar,1
lanchonete dar,1
dar rolê,1
rolê aí,1
aí ia,1
ia pondo,1
pondo pé,1
pé rua,1
rua velha,1
velha saltou,1
saltou cheia,1
cheia si,1
si chamando,1
chamando playboy,1
playboy rebelde,1
rebelde transviado,1
transviado dona,1
dona mundo,1
mundo logo,1
logo dizendo,1
dizendo -pra,1
-pra ver,1
ver vida,1
vida -a,1
-a gente,1
gente cria,1
cria bicho,1
bicho desses,1
desses -educa,1
-educa dá,1
melhor -casa,1
-casa comida,1
comida roupa,1
roupa lavada,1
lavada amor,1
amor carinho,1
carinho mesada,1
mesada -e,1
-e aventureiro,1
aventureiro termina,1
termina deixando,1
deixando escola,1
escola -fugindo,1
-fugindo casa,1
casa maldizendo,1
maldizendo família,1
família -querendo,1
-querendo cantor,1
cantor rock,1
rock caí,1
caí estrada,1
cidade grandecheia,1
grandecheia fúria,1
tom preço,1
preço homem,1
homem pago,1
pago quanto,1
quanto feliz,1
cidade morena,1
morena boca,1
boca ouro,1
ouro tolo,1
tolo luminosos,1
luminosos fliperamas,1
fliperamas ondas,1
ondas hertezianas,1
hertezianas mil,1
mil escrituras,1
escrituras canções,1
canções outros,1
outros sons,1
sons vídeogames,1
vídeogames quadrinhos,1
quadrinhos novelas,1
novelas televisão,1
televisão informática,1
informática cibernética,1
cibernética política,1
política eletrônica,1
eletrônica acústica,1
acústica grandes,1
grandes populações,1
populações revoluções,1
revoluções destino,1
destino sa,1
sa indústria,1
indústria lixo,1
lixo limitada,1
limitada dar,1
dar sociedade,1
sociedade anônima,1
anônima assaltantes,1
assaltantes abandonados,1
abandonados bêbados,1
bêbados índios,2
índios nordestinos,2
nordestinos retirantes,2
retirantes prostitutas,2
prostitutas pivetes,2
pivetes punks,2
punks pobres,1
pobres suicidas,1
suicidas solitários,2
solitários onde,2
onde vêm,1
vêm viciados,1
viciados velhos,3
velhos vagabundos,3
vagabundos sacos,1
sacos plástico,1
plástico latas,1
latas amassadas,2
amassadas copos,2
copos papel,2
papel esquecidos,2
esquecidos estádio,2
estádio jogos,1
jogos feras,1
feras miseráveis,2
miseráveis sempre,2
sempre pão,2
pão daqui,2
daqui pouco,2
pouco circo,2
circo coisa,2
coisa ante,1
ante cuja,1
cuja visão,2
visão dá,1
dá vontade,1
vontade morrer,2
morrer glória,1
glória honra,1
honra seres,2
humanos deus,2
deus criou,2
criou pôs,2
pôs pouquinho,2
pouquinho abaixo,2
abaixo anjos,2
anjos senhores,2
senhores querem,3
querem nada,3
nada querem,3
querem perder,3
perder tempo,3
tempo porcaria,3
porcaria chama,3
chama gente,3
gente cachorro,2
cachorro viver,2
viver assim,1
tão humilhado,3
humilhado mil,1
roll aí,1
aí rapaziada,1
rapaziada aí,1
aí gente,1
fina talvez,1
talvez gente,1
gente pudesse,1
pudesse dizer,1
dizer adeus,1
adeus outro,1
outro jeito,1
jeito antropófago,1
antropófago urbano,1
urbano canibal,1
canibal delicado,1
delicado selva,1
selva cidade,1
cidade dia,1
dia menos,1
menos dia,1
dia ora,1
ora sempre,1
sempre lugarzinho,1
lugarzinho alguém,1
alguém debaixo,1
debaixo lençóis,1
lençóis rock,1
roll assaltantes,1
assaltantes bêbados,1
punks suicidas,1
onde vem,3
vem viciados,2
vagabundos onde,2
vem sacos,1
sacos plásticos,1
plásticos latas,1
estádio jogo,1
jogo feras,1
coisa cuja,1
visão vontade,1
morrer gloria,1
gloria gloria,2
gloria ahh,1
ahh honra,1
gente senhores,1
viver tão,1
humilhado aparecido,1
aparecido adolescência,1
adolescência canção,1
canção blake,2
blake inocência,1
inocência amor,1
amor ido,1
ido vivido,1
vivido byron,1
byron bardo,1
bardo gangue,1
gangue le,1
le perish,1
perish young,1
young aparecido,1
aparecido droga,1
droga existência,1
existência mudaria,1
mudaria viver,1
viver coração,1
coração traído,1
traído bandido,1
bandido canção,1
blake experiência,1
experiência revelaria,1
revelaria leste,1
leste éden,1
éden violência,1
violência abandono,1
abandono vinhas,1
vinhas iraah,1
iraah quanto,1
quanto suicídio,1
suicídio garotos,1
garotos esgotosão,1
esgotosão ratos,1
ratos homens,1
homens suave,1
suave noite,1
noite vencidos,1
vencidos cara,1
cara onde,1
onde galo,1
galo canta,1
canta janta,1
janta assim,1
assim yeah,1
yeah yeahyeah,1
yeahyeah yeah,1
yeah pegar,1
pegar carona,1
carona nesta,1
nesta decadência,1
decadência fim,1
fim pode,1
pode acontecer,1
acontecer tudo,1
tudo corpo,1
corpo dou,1
dou corpo,1
corpo precisas,1
precisas alma,1
alma sente,1
sente violência,1
violência essência,1
essência calma,1
calma anjos,1
anjos anjos,1
anjos claro,1
claro corpo,1
corpo rosa,1
rosa ventos,1
ventos tudo,1
tudo norte,1
norte tudo,1
tudo sul,1
sul oriente,1
oriente ocidente,1
ocidente toda,1
toda cor,1
cor corre,1
corre pro,1
pro azul,1
azul nada,1
nada indescritível,1
indescritível nu,1
nu seixo,1
seixo rolado,1
rolado estrada,1
estrada lado,1
lado sertão,1
sertão tão,1
humilhado sinal,1
sinal diabo,1
diabo amassa,1
pão corpo,1
corpo discente,1
discente civilizada,1
civilizada mente,1
mente gosta,1
gosta cheira,1
cheira toca,1
toca ouve,1
ouve vê,1
vê amor,1
amor anarquia,1
anarquia goza,1
goza enrosca,1
enrosca arrepia,1
arrepia roquerolando,1
roquerolando be-bopeando,1
be-bopeando calipsando,1
calipsando merenguendo,1
merenguendo bluesbusando,1
bluesbusando boogie-woogie,1
boogie-woogie tango,1
bolero chorando,1
chorando rio,1
rio vim,2
vim saber,2
saber ti,2
ti vi,1
vi vi,1
vi tropical,1
tropical fim,1
fim quadrou,1
quadrou mar,1
mar longe,1
longe anhangá,1
anhangá tantas,1
tantas cunhãs,1
